ProductID,ProductName,Category,Brand,CostPrice,SellingPrice
P00545,Each,Electronics,Brand20,242.2,352.86
P00546,Five,Clothing,Brand46,59.48,80.57
P00547,Than,Electronics,Brand12,211.95,280.6
P00548,Million,Clothing,Brand14,25.24,28.69
P00549,Become,Electronics,Brand28,146.23,189.53
P00550,System,Clothing,Brand22,96.5,170.21
P00551,Situation,Electronics,Brand44,155.66,181.78
P00552,Edge,Clothing,Brand24,278.13,473.76
P00553,Meet,Clothing,Brand16,371.94,503.22
P00554,Rich,Groceries,Brand6,326.87,407.61
P00555,Turn,Electronics,Brand3,444.16,529.15
P00556,Play,Furniture,Brand13,295.35,513.47
P00557,Benefit,Electronics,Brand35,353.81,618.41
P00558,Quality,Groceries,Brand49,311.41,408.27
P00559,Full,Electronics,Brand9,104.99,168.46
P00560,Can,Clothing,Brand49,99.89,148.37
P00561,Relate,Clothing,Brand24,427.45,741.53
P00562,Big,Groceries,Brand5,227.0,363.68
P00563,Cover,Electronics,Brand11,244.0,357.86
P00564,Food,Furniture,Brand19,301.58,478.82
P00565,Interest,Furniture,Brand48,27.5,41.15
P00566,Down,Electronics,Brand11,408.19,590.45
P00567,Have,Groceries,Brand26,221.68,322.88
P00568,Room,Electronics,Brand11,305.57,380.39
P00569,Drug,Electronics,Brand33,288.09,436.31
P00570,Beyond,Clothing,Brand20,230.44,367.65
P00571,Entire,Clothing,Brand36,426.98,558.26
P00572,See,Furniture,Brand19,63.96,80.38
P00573,White,Clothing,Brand9,24.35,29.31
P00574,Service,Furniture,Brand14,138.87,229.61
P00575,Mind,Clothing,Brand41,269.62,296.85
P00576,Assume,Electronics,Brand46,304.55,413.69
P00577,Response,Furniture,Brand27,442.57,568.63
P00578,Fear,Electronics,Brand41,449.68,587.47
P00579,Wrong,Furniture,Brand47,408.88,685.59
P00580,Court,Electronics,Brand35,482.79,590.8
P00581,Quite,Electronics,Brand47,330.37,564.14
P00582,Final,Clothing,Brand41,374.16,511.62
P00583,Organization,Groceries,Brand15,318.98,473.88
P00584,Possible,Groceries,Brand10,165.51,205.69
P00585,Sound,Groceries,Brand24,225.8,363.73
P00586,Current,Groceries,Brand12,78.43,112.57
P00587,Beautiful,Furniture,Brand13,232.4,388.32
P00588,Mean,Furniture,Brand42,286.98,505.18
P00589,Team,Furniture,Brand26,144.61,190.47
P00590,Not,Furniture,Brand5,345.25,425.17
P00591,Assume,Groceries,Brand7,216.07,306.5
P00592,Able,Electronics,Brand39,363.53,434.82
P00593,Box,Electronics,Brand1,54.37,74.42
P00594,Discuss,Electronics,Brand9,382.91,593.95
P00595,Detail,Furniture,Brand41,127.93,148.21
P00596,Must,Electronics,Brand7,301.82,499.42
P00597,Because,Electronics,Brand13,273.47,457.45
P00598,High,Groceries,Brand11,73.92,120.62
P00599,Policy,Furniture,Brand4,157.16,225.56
P00600,Ball,Electronics,Brand2,274.05,352.76
P00601,Study,Clothing,Brand7,413.34,484.42
P00602,Think,Furniture,Brand1,258.21,435.22
P00603,Agent,Groceries,Brand25,456.52,509.84
P00604,Language,Furniture,Brand44,77.95,121.5
P00605,Kitchen,Electronics,Brand32,195.45,335.97
P00606,Off,Electronics,Brand19,88.93,104.68
P00607,For,Electronics,Brand24,181.87,278.44
P00608,Field,Electronics,Brand39,462.04,805.76
P00609,School,Clothing,Brand39,79.8,111.72
P00610,Task,Clothing,Brand40,94.78,132.47
P00611,Wall,Electronics,Brand18,409.69,550.57
P00612,Nor,Clothing,Brand46,458.54,716.8
P00613,Baby,Furniture,Brand50,400.35,661.46
P00614,By,Groceries,Brand29,329.65,436.52
P00615,Life,Groceries,Brand5,362.07,597.37
P00616,Position,Clothing,Brand10,61.02,85.38
P00617,At,Furniture,Brand50,49.77,89.4
P00618,Likely,Groceries,Brand31,195.58,258.85
P00619,Want,Clothing,Brand9,348.24,483.97
P00620,Strategy,Furniture,Brand25,402.06,626.32
P00621,Carry,Groceries,Brand35,212.24,307.32
P00622,Along,Electronics,Brand38,270.43,341.03
P00623,Could,Furniture,Brand45,358.89,527.16
P00624,Perform,Furniture,Brand2,48.19,65.21
P00625,Cell,Furniture,Brand8,184.39,264.0
P00626,Memory,Furniture,Brand19,34.49,46.37
P00627,Total,Groceries,Brand16,232.89,392.34
P00628,Woman,Furniture,Brand8,109.31,137.43
P00629,Program,Groceries,Brand47,481.22,766.47
P00630,Remember,Clothing,Brand4,18.04,32.03
P00631,Head,Electronics,Brand31,352.19,550.8
P00632,Particularly,Electronics,Brand10,419.53,717.12
P00633,Table,Electronics,Brand1,185.8,214.65
P00634,Its,Furniture,Brand49,286.75,478.76
P00635,Analysis,Clothing,Brand31,95.3,154.43
P00636,Car,Electronics,Brand19,208.7,278.85
P00637,Few,Electronics,Brand39,60.08,68.61
P00638,We,Electronics,Brand26,376.81,547.24
P00639,Herself,Groceries,Brand36,417.18,657.45
P00640,Art,Clothing,Brand46,357.15,457.38
P00641,Drug,Clothing,Brand6,117.52,205.9
P00642,Professor,Furniture,Brand48,263.14,469.59
P00643,Mother,Furniture,Brand26,109.87,168.47
P00644,Political,Electronics,Brand45,95.93,155.62
P00645,Since,Groceries,Brand25,236.88,312.5
P00646,State,Groceries,Brand13,86.59,143.94
P00647,Heart,Clothing,Brand39,138.61,162.6
P00648,Cultural,Furniture,Brand19,390.5,521.25
P00649,Animal,Furniture,Brand39,85.57,100.5
P00650,Level,Furniture,Brand36,10.43,18.11
P00651,She,Furniture,Brand18,104.85,183.53
P00652,Music,Electronics,Brand37,47.09,70.59
P00653,Wide,Electronics,Brand21,493.31,709.71
P00654,Attention,Clothing,Brand49,51.14,67.3
P00655,Cause,Furniture,Brand21,144.79,199.62
P00656,Kid,Furniture,Brand45,377.16,606.47
P00657,Simple,Electronics,Brand33,338.97,451.48
P00658,Fall,Groceries,Brand31,404.71,487.73
P00659,East,Clothing,Brand11,295.25,500.87
P00660,Their,Electronics,Brand46,80.01,113.95
P00661,Television,Furniture,Brand50,119.63,149.65
P00662,Deep,Clothing,Brand29,360.68,647.56
P00663,Hit,Clothing,Brand40,393.75,526.57
P00664,Meeting,Groceries,Brand16,428.7,600.88
P00665,As,Electronics,Brand10,108.37,165.51
P00666,Garden,Electronics,Brand1,285.62,513.0
P00667,Blood,Electronics,Brand32,75.6,129.22
P00668,Opportunity,Clothing,Brand11,51.59,68.08
P00669,Poor,Clothing,Brand6,38.74,58.25
P00670,Be,Groceries,Brand17,40.21,64.23
P00671,Full,Groceries,Brand42,493.14,880.22
P00672,Should,Groceries,Brand3,462.46,812.95
P00673,Majority,Groceries,Brand40,184.92,240.51
P00674,Spring,Clothing,Brand33,458.98,546.32
P00675,Owner,Clothing,Brand6,423.19,747.54
P00676,Computer,Clothing,Brand44,342.69,498.33
P00677,Eight,Electronics,Brand48,26.12,46.6
P00678,Those,Electronics,Brand10,396.34,630.11
P00679,Buy,Furniture,Brand37,427.26,556.92
P00680,Situation,Groceries,Brand30,202.64,233.26
P00681,Particular,Groceries,Brand42,336.23,451.98
P00682,Edge,Electronics,Brand6,269.88,451.46
P00683,Want,Groceries,Brand50,94.24,110.81
P00684,Maybe,Electronics,Brand21,219.39,302.99
P00685,Table,Furniture,Brand45,174.5,265.77
P00686,Show,Groceries,Brand3,371.94,438.9
P00687,Your,Furniture,Brand41,274.82,484.78
P00688,Court,Groceries,Brand4,110.67,165.76
P00689,Per,Groceries,Brand31,468.55,633.97
P00690,Agency,Electronics,Brand49,110.64,138.08
P00691,Lot,Furniture,Brand6,343.42,442.63
P00692,Another,Electronics,Brand20,75.16,97.09
P00693,Hot,Groceries,Brand34,437.52,619.53
P00694,Suggest,Furniture,Brand4,110.98,191.46
P00695,Or,Clothing,Brand49,50.76,87.87
P00696,Ball,Groceries,Brand31,151.97,188.29
P00697,Always,Furniture,Brand45,240.37,380.31
P00698,Recent,Groceries,Brand1,221.21,384.64
P00699,Ahead,Furniture,Brand5,282.65,487.75
P00700,Last,Furniture,Brand21,362.75,545.92
P00701,Process,Clothing,Brand1,333.71,559.45
P00702,Firm,Furniture,Brand32,79.5,112.97
P00703,Ball,Groceries,Brand17,432.83,510.53
P00704,Sign,Groceries,Brand9,262.74,289.69
P00705,Official,Electronics,Brand3,318.98,493.54
P00706,Understand,Groceries,Brand45,113.22,202.13
P00707,Home,Groceries,Brand14,275.31,334.85
P00708,Rock,Electronics,Brand24,177.3,313.23
P00709,Owner,Clothing,Brand33,407.82,453.22
P00710,Action,Groceries,Brand42,410.43,487.31
P00711,Side,Clothing,Brand23,499.53,694.27
P00712,Thought,Clothing,Brand8,414.95,580.14
P00713,Skin,Clothing,Brand12,463.54,658.77
P00714,Response,Groceries,Brand25,278.61,338.19
P00715,Worker,Groceries,Brand41,146.09,228.15
P00716,Table,Electronics,Brand6,145.21,222.79
P00717,Draw,Electronics,Brand40,403.94,473.69
P00718,Those,Electronics,Brand41,466.59,547.11
P00719,Special,Electronics,Brand43,224.83,338.79
P00720,Rock,Furniture,Brand50,148.5,207.08
P00721,Toward,Furniture,Brand31,230.04,314.41
P00722,Result,Groceries,Brand27,475.52,639.78
P00723,Difficult,Groceries,Brand1,454.46,705.05
P00724,College,Clothing,Brand18,470.11,774.52
P00725,Among,Groceries,Brand44,440.41,565.99
P00726,Couple,Groceries,Brand3,124.57,215.52
P00727,Decision,Clothing,Brand34,12.69,15.32
P00728,Marriage,Clothing,Brand11,410.92,624.58
P00729,Newspaper,Furniture,Brand36,479.78,861.2
P00730,Traditional,Groceries,Brand4,486.88,601.23
P00731,Later,Furniture,Brand41,401.66,604.3
P00732,Else,Groceries,Brand21,198.25,319.12
P00733,Above,Electronics,Brand46,261.05,367.08
P00734,Brother,Groceries,Brand49,401.58,583.49
P00735,Film,Furniture,Brand21,315.52,404.55
P00736,Country,Groceries,Brand1,105.86,123.36
P00737,So,Electronics,Brand40,316.3,479.29
P00738,Bad,Electronics,Brand37,355.25,619.7
P00739,Professional,Furniture,Brand30,194.29,314.68
P00740,Between,Furniture,Brand16,319.06,524.63
P00741,World,Furniture,Brand35,328.0,411.71
P00742,Meet,Groceries,Brand50,421.03,677.19
P00743,Mean,Electronics,Brand10,133.94,152.19
P00744,Sea,Electronics,Brand8,315.58,488.16
P00745,Different,Electronics,Brand10,232.27,352.38
P00746,Exist,Electronics,Brand5,144.82,249.99
P00747,Rule,Furniture,Brand26,249.65,337.77
P00748,No,Groceries,Brand5,54.83,90.84
P00749,Professor,Furniture,Brand44,245.83,378.08
P00750,Mouth,Groceries,Brand11,212.85,366.7
P00751,Reach,Furniture,Brand43,94.0,104.07
P00752,Every,Electronics,Brand8,285.81,435.76
P00753,Site,Groceries,Brand40,488.08,876.41
P00754,Prepare,Clothing,Brand8,302.0,333.26
P00755,Give,Electronics,Brand34,100.46,112.58
P00756,Expert,Clothing,Brand8,258.31,311.69
P00757,Affect,Furniture,Brand15,449.79,504.06
P00758,Point,Furniture,Brand18,46.3,73.34
P00759,Much,Electronics,Brand23,140.46,174.1
P00760,According,Groceries,Brand48,355.5,553.28
P00761,Might,Groceries,Brand13,405.46,569.77
P00762,Board,Clothing,Brand26,128.8,159.52
P00763,Guess,Clothing,Brand11,55.93,92.58
P00764,Concern,Groceries,Brand28,398.08,703.66
P00765,Factor,Clothing,Brand21,442.01,617.32
P00766,Audience,Groceries,Brand13,313.34,477.88
P00767,Activity,Electronics,Brand29,285.74,389.11
P00768,Hour,Clothing,Brand38,87.79,98.64
P00769,Anyone,Clothing,Brand26,207.86,316.51
P00770,Environment,Clothing,Brand28,19.82,24.3
P00771,Will,Electronics,Brand14,396.49,535.43
P00772,Level,Clothing,Brand8,330.19,449.18
P00773,Put,Clothing,Brand14,9.77,15.45
P00774,Experience,Furniture,Brand36,235.36,389.91
P00775,Finally,Furniture,Brand34,37.79,49.07
P00776,Sport,Electronics,Brand37,112.64,168.13
P00777,Quite,Groceries,Brand21,446.87,623.48
P00778,Brother,Electronics,Brand32,407.63,504.93
P00779,According,Groceries,Brand8,251.83,451.58
P00780,Loss,Clothing,Brand38,66.43,81.03
P00781,Rule,Clothing,Brand2,194.51,292.44
P00782,Group,Electronics,Brand30,323.61,549.9
P00783,Why,Groceries,Brand3,145.76,246.21
P00784,Action,Electronics,Brand22,448.44,781.46
P00785,Over,Electronics,Brand27,324.16,372.34
P00786,Realize,Clothing,Brand26,363.01,469.11
P00787,True,Groceries,Brand40,44.48,73.05
P00788,Table,Groceries,Brand32,28.3,37.04
P00789,Catch,Electronics,Brand24,425.09,755.39
P00790,Address,Furniture,Brand4,469.16,549.82
P00791,It,Clothing,Brand45,413.6,495.13
P00792,They,Electronics,Brand13,363.51,457.46
P00793,Mrs,Electronics,Brand45,363.43,606.42
P00794,Step,Electronics,Brand8,434.67,557.15
P00795,Yourself,Clothing,Brand22,28.76,37.76
P00796,Hundred,Groceries,Brand18,345.52,571.54
P00797,Watch,Groceries,Brand8,350.84,613.06
P00798,Appear,Groceries,Brand41,67.51,114.99
P00799,Live,Furniture,Brand37,226.16,268.15
P00800,Hotel,Clothing,Brand21,241.57,348.6
P00801,Citizen,Electronics,Brand17,387.46,557.13
P00802,Let,Clothing,Brand36,384.27,614.05
P00803,Main,Furniture,Brand45,418.59,531.47
P00804,Wear,Electronics,Brand14,43.62,77.65
P00805,Public,Groceries,Brand13,11.5,14.39
P00806,Professional,Clothing,Brand49,246.38,329.73
P00807,Impact,Furniture,Brand33,472.47,754.04
P00808,Central,Clothing,Brand25,57.3,68.25
P00809,Agreement,Furniture,Brand50,487.66,832.68
P00810,Article,Groceries,Brand11,203.1,233.17
P00811,Others,Electronics,Brand10,344.7,608.76
P00812,Alone,Electronics,Brand16,233.17,273.98
P00813,Suddenly,Clothing,Brand2,13.21,18.79
P00814,Assume,Clothing,Brand17,240.74,354.28
P00815,Election,Clothing,Brand28,63.57,94.41
P00816,Identify,Groceries,Brand33,109.97,151.52
P00817,Language,Clothing,Brand7,170.2,239.8
P00818,Now,Groceries,Brand13,29.32,40.1
P00819,Really,Clothing,Brand34,150.53,208.02
P00820,Visit,Electronics,Brand44,305.69,447.23
P00821,Arm,Electronics,Brand15,29.69,37.83
P00822,Crime,Clothing,Brand16,62.02,107.08
P00823,Matter,Furniture,Brand40,37.59,44.01
P00824,Someone,Groceries,Brand7,351.26,485.86
P00825,Everything,Clothing,Brand32,113.84,190.89
P00826,Push,Clothing,Brand41,106.82,176.25
P00827,Writer,Electronics,Brand7,147.56,223.91
P00828,Important,Groceries,Brand48,96.61,167.66
P00829,Family,Furniture,Brand11,156.14,270.85
P00830,Figure,Furniture,Brand22,160.98,184.9
P00831,Painting,Electronics,Brand43,450.44,540.21
P00832,Tonight,Furniture,Brand17,239.93,320.03
P00833,Avoid,Electronics,Brand39,441.22,538.07
P00834,Third,Electronics,Brand32,179.31,256.71
P00835,Need,Electronics,Brand2,437.24,625.6
P00836,Minute,Furniture,Brand34,285.8,512.52
P00837,Language,Electronics,Brand7,254.06,413.74
P00838,Child,Groceries,Brand32,155.78,251.64
P00839,Major,Clothing,Brand43,368.73,661.08
P00840,Window,Electronics,Brand23,245.81,333.07
P00841,History,Groceries,Brand8,154.06,205.46
P00842,Space,Electronics,Brand10,138.62,202.87
P00843,Tough,Furniture,Brand23,489.43,831.73
P00844,Law,Groceries,Brand24,251.43,319.58
P00845,Big,Groceries,Brand41,107.12,124.53
P00846,See,Groceries,Brand34,58.43,75.48
P00847,Woman,Clothing,Brand22,91.6,159.13
P00848,Sound,Clothing,Brand20,198.56,276.42
P00849,Pull,Clothing,Brand40,99.33,149.56
P00850,Yet,Clothing,Brand19,65.87,109.13
P00851,Or,Furniture,Brand30,59.54,65.84
P00852,Development,Clothing,Brand40,342.06,501.54
P00853,Wait,Groceries,Brand19,281.28,341.42
P00854,Us,Groceries,Brand3,36.99,48.32
P00855,Nearly,Electronics,Brand4,112.58,188.89
P00856,Environment,Clothing,Brand43,246.74,272.29
P00857,Voice,Furniture,Brand23,417.88,474.27
P00858,Everyone,Furniture,Brand6,439.97,725.81
P00859,Show,Furniture,Brand28,358.03,429.58
P00860,However,Furniture,Brand3,294.69,340.81
P00861,Easy,Groceries,Brand28,239.22,322.53
P00862,Marriage,Clothing,Brand20,202.56,351.02
P00863,Suddenly,Groceries,Brand44,300.53,367.04
P00864,Kind,Furniture,Brand44,438.59,729.4
P00865,Husband,Groceries,Brand36,384.99,490.87
P00866,Of,Clothing,Brand37,103.76,136.29
P00867,Night,Furniture,Brand25,463.92,660.07
P00868,Society,Electronics,Brand9,392.29,660.5
P00869,Travel,Clothing,Brand30,265.65,421.29
P00870,Themselves,Groceries,Brand30,180.33,257.26
P00871,Impact,Groceries,Brand6,18.7,27.89
P00872,West,Clothing,Brand16,379.15,580.34
P00873,Director,Clothing,Brand4,292.26,397.82
P00874,Price,Groceries,Brand43,378.89,520.92
P00875,Call,Groceries,Brand4,7.95,13.24
P00876,Be,Electronics,Brand22,46.91,60.47
P00877,Contain,Groceries,Brand45,299.2,501.27
P00878,By,Electronics,Brand45,169.0,193.1
P00879,Establish,Groceries,Brand9,106.51,127.91
P00880,Talk,Furniture,Brand20,115.65,181.91
P00881,Too,Electronics,Brand32,315.98,506.64
P00882,Ready,Electronics,Brand1,313.71,389.15
P00883,Quite,Electronics,Brand16,80.75,138.56
P00884,Final,Groceries,Brand26,106.13,151.94
P00885,Loss,Groceries,Brand31,32.55,38.58
P00886,Machine,Clothing,Brand40,491.43,822.75
P00887,Home,Electronics,Brand28,342.25,582.35
P00888,Color,Furniture,Brand48,77.39,86.3
P00889,Realize,Furniture,Brand31,330.45,403.0
P00890,Arrive,Electronics,Brand38,242.83,316.31
P00891,Father,Groceries,Brand25,249.02,390.31
P00892,Make,Groceries,Brand28,350.34,411.7
P00893,Realize,Electronics,Brand37,78.34,101.72
P00894,Wife,Electronics,Brand42,197.77,297.92
P00895,First,Groceries,Brand3,326.96,510.07
P00896,Should,Furniture,Brand30,454.51,612.82
P00897,Young,Electronics,Brand11,441.8,627.73
P00898,Long,Furniture,Brand23,182.09,309.39
P00899,Approach,Electronics,Brand12,451.76,662.98
P00900,East,Clothing,Brand30,329.68,443.85
P00901,Create,Clothing,Brand49,359.02,592.63
P00902,Few,Electronics,Brand42,330.93,577.95
P00903,Card,Furniture,Brand37,244.45,433.6
P00904,Later,Clothing,Brand9,355.71,517.52
P00905,Father,Clothing,Brand38,350.4,529.87
P00906,Series,Electronics,Brand2,310.65,429.52
P00907,Respond,Electronics,Brand43,426.76,516.99
P00908,Far,Groceries,Brand21,57.58,100.99
P00909,Shake,Furniture,Brand7,381.16,681.11
P00910,Near,Groceries,Brand49,450.4,550.3
P00911,Model,Electronics,Brand40,486.79,849.77
P00912,Yeah,Electronics,Brand29,128.99,145.27
P00913,Raise,Electronics,Brand12,382.86,583.7
P00914,Total,Groceries,Brand9,163.97,260.57
P00915,Language,Furniture,Brand13,494.49,742.55
P00916,Travel,Clothing,Brand15,129.98,182.79
P00917,Young,Furniture,Brand6,104.59,126.92
P00918,Speech,Electronics,Brand14,293.14,451.55
P00919,Want,Electronics,Brand24,21.45,25.71
P00920,Require,Electronics,Brand22,388.32,581.63
P00921,Others,Groceries,Brand13,96.73,155.83
P00922,Think,Groceries,Brand33,417.04,625.25
P00923,Seat,Furniture,Brand5,179.29,274.84
P00924,Huge,Electronics,Brand37,222.24,341.77
P00925,Family,Clothing,Brand7,43.68,71.97
P00926,Measure,Clothing,Brand2,63.37,79.94
P00927,Issue,Clothing,Brand25,115.89,203.78
P00928,Those,Furniture,Brand19,353.12,405.23
P00929,Ok,Clothing,Brand26,42.01,63.13
P00930,Different,Electronics,Brand38,311.23,461.29
P00931,Individual,Clothing,Brand42,238.13,414.86
P00932,Century,Clothing,Brand13,19.84,26.52
P00933,Worker,Furniture,Brand14,170.6,278.98
P00934,Kind,Electronics,Brand16,275.81,445.08
P00935,Such,Electronics,Brand23,249.31,414.84
P00936,What,Electronics,Brand36,490.62,865.91
P00937,Star,Electronics,Brand7,241.99,288.12
P00938,Floor,Clothing,Brand28,22.62,32.92
P00939,Beautiful,Furniture,Brand2,241.41,397.62
P00940,Tell,Furniture,Brand35,465.97,521.16
P00941,Special,Electronics,Brand36,306.03,417.91
P00942,Foot,Groceries,Brand45,243.68,334.08
P00943,Attack,Furniture,Brand8,66.99,106.58
P00944,Yet,Clothing,Brand23,221.79,383.25
P00945,Could,Electronics,Brand16,100.85,141.75
P00946,Event,Furniture,Brand27,119.86,181.23
P00947,Lay,Electronics,Brand1,375.0,645.69
P00948,Like,Electronics,Brand5,437.26,557.48
P00949,Huge,Clothing,Brand3,33.04,46.49
P00950,Remember,Furniture,Brand19,160.49,244.22
P00951,Growth,Electronics,Brand43,69.21,95.4
P00952,Yourself,Furniture,Brand32,43.02,54.86
P00953,Energy,Furniture,Brand29,354.1,591.13
P00954,Half,Clothing,Brand42,358.0,629.72
P00955,Nor,Clothing,Brand45,125.88,217.15
P00956,Per,Clothing,Brand27,273.0,320.25
P00957,Design,Clothing,Brand6,354.22,543.84
P00958,Network,Furniture,Brand20,105.76,126.49
P00959,Perhaps,Clothing,Brand47,372.24,464.38
P00960,Pretty,Furniture,Brand45,409.11,490.68
P00961,Address,Electronics,Brand2,222.94,364.49
P00962,Season,Clothing,Brand38,251.96,283.11
P00963,City,Electronics,Brand4,195.17,327.7
P00964,Hotel,Groceries,Brand2,143.15,218.56
P00965,Second,Electronics,Brand15,432.07,591.62
P00966,Show,Groceries,Brand35,106.84,131.32
P00967,Far,Clothing,Brand2,30.87,40.55
P00968,Within,Clothing,Brand17,455.48,741.58
P00969,Subject,Electronics,Brand22,406.07,614.66
P00970,Word,Groceries,Brand47,364.26,559.17
P00971,As,Electronics,Brand36,464.64,755.82
P00972,Fast,Clothing,Brand35,197.11,316.34
P00973,Writer,Clothing,Brand11,234.43,351.84
P00974,Democrat,Furniture,Brand9,480.35,685.52
P00975,Thousand,Clothing,Brand6,454.32,589.02
P00976,Method,Clothing,Brand22,499.41,819.0
P00977,On,Clothing,Brand24,287.69,324.23
P00978,Safe,Electronics,Brand8,138.03,176.04
P00979,Page,Clothing,Brand12,156.91,245.18
P00980,Stand,Electronics,Brand30,224.69,249.87
P00981,Foreign,Furniture,Brand27,23.32,31.51
P00982,Crime,Clothing,Brand40,34.0,59.74
P00983,Accept,Groceries,Brand12,277.97,491.26
P00984,Leg,Clothing,Brand32,132.71,219.07
P00985,Inside,Furniture,Brand40,67.98,104.77
P00986,And,Electronics,Brand12,329.71,416.38
P00987,Evidence,Clothing,Brand3,343.8,585.28
P00988,Pressure,Clothing,Brand17,278.94,351.34
P00989,Loss,Clothing,Brand35,12.98,21.96
P00990,Near,Clothing,Brand7,360.57,548.21
P00991,Remain,Electronics,Brand16,43.35,61.15
P00992,Deep,Groceries,Brand5,106.0,158.92
P00993,International,Furniture,Brand2,322.73,552.87
P00994,Charge,Clothing,Brand27,166.64,275.24
P00995,Write,Clothing,Brand40,449.21,611.96
P00996,Important,Clothing,Brand10,20.42,27.73
P00997,Measure,Furniture,Brand21,456.38,510.18
P00998,Exist,Clothing,Brand14,257.84,424.56
P00999,Purpose,Furniture,Brand25,192.53,290.31
P01000,High,Electronics,Brand15,382.49,594.56
